currency,brand,country,reference,year,product_url,image_url,price,collection,name,availability,currency_code,price_USD,price_GBP,price_EUR,price_JPY
$,PANERAI,USA,PAM01494,2025,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01494-luminor-due-tuttooro.html,https://www.panerai.com/content/dam/rcq/pan/zA/EI/E5/AD/QZ/GH/AB/em/Gu/yV/hA/zAEIE5ADQZGHABemGuyVhA.png,41200,Luminor Due,Luminor Due TuttoOro,Out of Stock,USD,41200.0,32712.800000000003,39667.36,6203504.600000001
$,PANERAI,USA,PAM01442,2025,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01442-luminor-due-tuttooro.html,https://www.panerai.com/content/dam/rcq/pan/bO/qc/wN/4t/Tt/CU/Ng/1_/sc/MA/Vw/bOqcwN4tTtCUNg1_scMAVw.png,41200,Luminor Due,Luminor Due TuttoOro,Out of Stock,USD,41200.0,32712.800000000003,39667.36,6203504.600000001
€,PANERAI,France,PAM01570,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01570-radiomir-quaranta.html,https://www.panerai.com/content/dam/rcq/pan/km/si/mL/Jw/F0/i4/ti/6H/nA/8r/_Q/kmsimLJwF0i4ti6HnA8r_Q.png,6100,Radiomir,Radiomir Quaranta,Available,EUR,6335.46,5036.7699999999995,6100.0,953944.84
€,PANERAI,France,PAM01571,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01571-radiomir-quaranta.html,https://www.panerai.com/content/dam/rcq/pan/Ot/NA/-H/39/uE/Kv/rR/oH/H4/S8/hQ/OtNA-H39uEKvrRoHH4S8hQ.png,6100,Radiomir,Radiomir Quaranta,Available,EUR,6335.46,5036.7699999999995,6100.0,953944.84
€,PANERAI,France,PAM01572,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01572-radiomir-quaranta.html,https://www.panerai.com/content/dam/rcq/pan/lz/DC/dU/3y/d0/iv/7I/zD/o2/1G/Ow/lzDCdU3yd0iv7IzDo21GOw.png,6100,Radiomir,Radiomir Quaranta,Available,EUR,6335.46,5036.7699999999995,6100.0,953944.84
€,PANERAI,France,PAM01573,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01573-radiomir-quaranta.html,https://www.panerai.com/content/dam/rcq/pan/iY/f-/Ui/M1/wU/mo/nm/OC/S1/l_/kA/iYf-UiM1wUmonmOCS1l_kA.png,6100,Radiomir,Radiomir Quaranta,Available,EUR,6335.46,5036.7699999999995,6100.0,953944.84
€,PANERAI,France,PAM01385,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01385-radiomir-officine.html,https://www.panerai.com/content/dam/rcq/pan/bc/NG/dJ/yn/8E/S9/WC/7R/lJ/b5/FA/bcNGdJyn8ES9WC7RlJb5FA.png,5500,Radiomir,Radiomir Officine,Out of Stock,EUR,5712.3,4541.35,5500.0,860114.2
€,PANERAI,France,PAM01384,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01384-radiomir-officine.html,https://www.panerai.com/content/dam/rcq/pan/jM/Vd/8j/GV/v0/mK/Qt/r0/gL/SM/MA/jMVd8jGVv0mKQtr0gLSMMA.png,5500,Radiomir,Radiomir Officine,Available,EUR,5712.3,4541.35,5500.0,860114.2
€,PANERAI,France,PAM01383,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01383-radiomir-officine.html,https://www.panerai.com/content/dam/rcq/pan/VZ/vB/8C/mR/E0/-8/ZC/8P/mN/A9/Qg/VZvB8CmRE0-8ZC8PmNA9Qg.png,5000,Radiomir,Radiomir Officine,Available,EUR,5193.0,4128.5,5000.0,781922.0
€,PANERAI,France,PAM01382,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01382-radiomir-officine.html,https://www.panerai.com/content/dam/rcq/pan/Ku/v1/KD/o5/Rb/Gp/9m/Wf/ki/Al/cA/Kuv1KDo5RbGp9mWfkiAlcA.png,5000,Radiomir,Radiomir Officine,Available,EUR,5193.0,4128.5,5000.0,781922.0
€,PANERAI,France,PAM01334,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01334-radiomir-tre-giorni.html,https://www.panerai.com/content/dam/rcq/pan/gF/8W/6q/zc/WU/WL/kh/SC/cT/uT/ww/gF8W6qzcWUWLkhSCcTuTww.png,7200,Radiomir,Radiomir Tre Giorni,Available,EUR,7477.92,5945.04,7200.0,1125967.68
€,PANERAI,France,PAM01335,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01335-radiomir-tre-giorni.html,https://www.panerai.com/content/dam/rcq/pan/7w/I2/13/Xb/BE/Ga/MS/Z8/Y5/UA/Uw/7wI213XbBEGaMSZ8Y5UAUw.png,7200,Radiomir,Radiomir Tre Giorni,Available,EUR,7477.92,5945.04,7200.0,1125967.68
€,PANERAI,France,PAM01350,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01350-radiomir-tre-giorni.html,https://www.panerai.com/content/dam/rcq/pan/mC/bG/Av/li/W0/6q/58/sB/Gm/l_/1w/mCbGAvliW06q58sBGml_1w.png,7200,Radiomir,Radiomir Tre Giorni,Available,EUR,7477.92,5945.04,7200.0,1125967.68
€,PANERAI,France,PAM01347,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01347-radiomir-otto-giorni.html,https://www.panerai.com/content/dam/rcq/pan/sq/bR/W6/SN/-E/CF/th/-B/Zw/5b/tA/sqbRW6SN-ECFth-BZw5btA.png,9900,Radiomir,Radiomir Otto Giorni,Available,EUR,10282.14,8174.43,9900.0,1548205.56
€,PANERAI,France,PAM01348,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01348-radiomir-otto-giorni.html,https://www.panerai.com/content/dam/rcq/pan/4-/XO/xe/EC/K0/KB/TY/Ck/p1/Pc/dA/4-XOxeECK0KBTYCkp1PcdA.png,9900,Radiomir,Radiomir Otto Giorni,Available,EUR,10282.14,8174.43,9900.0,1548205.56
€,PANERAI,France,PAM01349,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01349-radiomir-california.html,https://www.panerai.com/content/dam/rcq/pan/Or/cO/lA/rx/8k/-r/vp/Xi/gX/X4/Lg/OrcOlArx8k-rvpXigXX4Lg.png,12500,Radiomir,Radiomir California,Available,EUR,12982.5,10321.25,12500.0,1954805.0
€,PANERAI,France,PAM01643,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01643-radiomir-8-giorni-eilean.html,https://www.panerai.com/content/dam/rcq/pan/eg/qU/d0/pZ/R9/Ww/SQ/tm/pW/lK/wg/egqUd0pZR9WwSQtmpWlKwg.png,49000,Radiomir,Radiomir 8 Giorni Eilean,Out of Stock,EUR,50891.4,40459.3,49000.0,7662835.6
€,PANERAI,France,PAM01284,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01284-radiomir-tourbillon-gmt-bronzo.html,https://www.panerai.com/content/dam/rcq/pan/9K/Y5/0m/Wz/80/ix/UJ/aO/96/Jt/RQ/9KY50mWz80ixUJaO96JtRQ.png,170000,Radiomir,Radiomir Tourbillon GMT Bronzo,Out of Stock,EUR,176562.0,140369.0,170000.0,26585348.0
€,PANERAI,France,PAM00760,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam00760-radiomir-bronzo.html,https://www.panerai.com/content/dam/rcq/pan/23/44/86/4/2344864.png,19000,Radiomir,Radiomir Bronzo,Out of Stock,EUR,19733.399999999998,15688.3,19000.0,2971303.6
€,PANERAI,France,PAM01026,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01026-radiomir-quaranta-goldtech.html,https://www.panerai.com/content/dam/rcq/pan/Y3/Ss/Mi/Bi/wk/-O/Lv/Y5/uN/5d/Kw/Y3SsMiBiwk-OLvY5uN5dKw.png,18500,Radiomir,Radiomir Quaranta Goldtech™,Available,EUR,19214.1,15275.449999999999,18500.0,2893111.4
€,PANERAI,France,PAM01437,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01437-radiomir-quaranta-yellow-gold.html,https://www.panerai.com/content/dam/rcq/pan/g5/cn/Xo/v8/vE/CP/Dz/ME/gY/Ge/cQ/g5cnXov8vECPDzMEgYGecQ.png,18500,Radiomir,Radiomir Quaranta en or jaune,Available,EUR,19214.1,15275.449999999999,18500.0,2893111.4
€,PANERAI,France,PAM01363,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01363-radiomir-annual-calendar-goldtech.html,https://www.panerai.com/content/dam/rcq/pan/0a/Da/kZ/iJ/KE/SO/mC/pE/wx/Oj/6Q/0aDakZiJKESOmCpEwxOj6Q.png,40000,Radiomir,Radiomir Annual Calendar Goldtech™,Available,EUR,41544.0,33028.0,40000.0,6255376.0
€,PANERAI,France,PAM01364,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01364-radiomir-annual-calendar-platinumtech.html,https://www.panerai.com/content/dam/rcq/pan/nN/44/E4/4V/K0/OU/KX/iq/Yn/WM/tw/nN44E44VK0OUKXiqYnWMtw.png,59000,Radiomir,Radiomir Annual Calendar Platinumtech™,Out of Stock,EUR,61277.4,48716.3,59000.0,9226679.6
€,PANERAI,France,PAM01453,2025,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01453-radiomir-perpetual-calendar-gmt-goldtech.html,https://www.panerai.com/content/dam/rcq/pan/My/We/PY/oA/Tp/Oa/kB/sg/ji/dh/iw/MyWePYoATpOakBsgjidhiw.png,50000,Radiomir,Radiomir Perpetual Calendar GMT Goldtech™,Out of Stock,EUR,51930.0,41285.0,50000.0,7819220.0
€,PANERAI,France,PAM01623,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01623-luminor-base-logo.html,https://www.panerai.com/content/dam/rcq/pan/mc/zJ/or/Ov/Rc/aM/aT/bm/8A/yR/4Q/mczJorOvRcaMaTbm8AyR4Q.png,5700,Luminor,Luminor Base Logo,Available,EUR,5920.0199999999995,4706.49,5700.0,891391.08
€,PANERAI,France,PAM01087,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01087-luminor-base-logo.html,https://www.panerai.com/content/dam/rcq/pan/ly/Km/5Y/vf/ZE/Cs/Sd/0o/pV/X4/nA/lyKm5YvfZECsSd0opVX4nA.png,5700,Luminor,Luminor Base Logo,Available,EUR,5920.0199999999995,4706.49,5700.0,891391.08
€,PANERAI,France,PAM01086,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01086-luminor-base-logo.html,https://www.panerai.com/content/dam/rcq/pan/eO/-Y/kP/44/So/Ki/ps/Ho/yr/yZ/ow/eO-YkP44SoKipsHoyryZow.png,5700,Luminor,Luminor Base Logo,Available,EUR,5920.0199999999995,4706.49,5700.0,891391.08
€,PANERAI,France,PAM01084,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01084-luminor-logo.html,https://www.panerai.com/content/dam/rcq/pan/20/83/65/0/2083650.png,6200,Luminor,Luminor Logo,Available,EUR,6439.32,5119.34,6200.0,969583.28
€,PANERAI,France,PAM01085,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01085-luminor-logo.html,https://www.panerai.com/content/dam/rcq/pan/20/61/23/0/2061230.png,6200,Luminor,Luminor Logo ,Available,EUR,6439.32,5119.34,6200.0,969583.28
€,PANERAI,France,PAM01624,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01624-luminor-logo.html,https://www.panerai.com/content/dam/rcq/pan/RP/Oi/dq/A6/SZ/yy/aM/v3/sX/4-/9w/RPOidqA6SZyyaMv3sX4-9w.png,6200,Luminor,Luminor Logo,Available,EUR,6439.32,5119.34,6200.0,969583.28
€,PANERAI,France,PAM01628,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01628-luminor-tre-giorni.html,https://www.panerai.com/content/dam/rcq/pan/Hk/Ga/VG/Yo/Tk/KS/Jy/rN/sE/Nq/_Q/HkGaVGYoTkKSJyrNsENq_Q.png,10700,Luminor,Luminor Tre Giorni,Available,EUR,11113.02,8834.99,10700.0,1673313.08
€,PANERAI,France,PAM00914,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00914-luminor-8-giorni.html,https://www.panerai.com/content/dam/rcq/pan/19/76/97/9/1976979.png,7200,Luminor,Luminor 8 Giorni,Available,EUR,7477.92,5945.04,7200.0,1125967.68
€,PANERAI,France,PAM00915,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00915-luminor-8-giorni.html,https://www.panerai.com/content/dam/rcq/pan/19/76/97/7/1976977.png,7700,Luminor,Luminor 8 Giorni,Available,EUR,7997.219999999999,6357.89,7700.0,1204159.88
€,PANERAI,France,PAM01655,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01655-luminor-destro-otto-giorni.html,https://www.panerai.com/content/dam/rcq/pan/O8/G5/Gh/c9/Rx/-F/WM/TF/KB/r1/wQ/O8G5Ghc9Rx-FWMTFKBr1wQ.png,8200,Luminor,Luminor Destro Otto Giorni,Available,EUR,8516.52,6770.74,8200.0,1282352.08
€,PANERAI,France,PAM00422,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00422-luminor-marina.html,https://www.panerai.com/content/dam/rcq/pan/79/27/56/792756.png,11500,Luminor,Luminor Marina,Available,EUR,11943.9,9495.55,11500.0,1798420.6
€,PANERAI,France,PAM01371,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01371-luminor-quaranta.html,https://www.panerai.com/content/dam/rcq/pan/22/37/63/3/2237633.png,7900,Luminor,Luminor Quaranta,Available,EUR,8204.94,6523.03,7900.0,1235436.76
€,PANERAI,France,PAM01370,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01370-luminor-quaranta.html,https://www.panerai.com/content/dam/rcq/pan/22/37/39/8/2237398.png,7900,Luminor,Luminor Quaranta,Available,EUR,8204.94,6523.03,7900.0,1235436.76
€,PANERAI,France,PAM01372,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01372-luminor-quaranta.html,https://www.panerai.com/content/dam/rcq/pan/22/37/63/4/2237634.png,7900,Luminor,Luminor Quaranta,Available,EUR,8204.94,6523.03,7900.0,1235436.76
€,PANERAI,France,PAM01408,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01408-luminor-quaranta-steel-dlc-luna-rossa.html,https://www.panerai.com/content/dam/rcq/pan/UQ/Ak/CS/b6/7k/6a/A4/va/FF/7t/WQ/UQAkCSb67k6aA4vaFF7tWQ.png,9400,Luminor,Luminor Quaranta Steel DLC Luna Rossa,Available,EUR,9762.84,7761.58,9400.0,1470013.36
€,PANERAI,France,PAM01526,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01526-luminor-quaranta-carbotech.html,https://www.panerai.com/content/dam/rcq/pan/N4/Nf/LG/Uz/Qr/aO/YK/-9/th/IN/TQ/N4NfLGUzQraOYK-9thINTQ.png,13500,Luminor,Luminor Quaranta Carbotech™,Available,EUR,14021.1,11146.95,13500.0,2111189.4
€,PANERAI,France,PAM01314,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01314-luminor-marina.html,https://www.panerai.com/content/dam/rcq/pan/20/66/83/2/2066832.png,8900,Luminor,Luminor Marina,Available,EUR,9243.539999999999,7348.73,8900.0,1391821.16
€,PANERAI,France,PAM01313,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01313-luminor-marina.html,https://www.panerai.com/content/dam/rcq/pan/20/50/94/8/2050948.png,8900,Luminor,Luminor Marina,Available,EUR,9243.539999999999,7348.73,8900.0,1391821.16
€,PANERAI,France,PAM01312,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01312-luminor-marina.html,https://www.panerai.com/content/dam/rcq/pan/13/33/02/4/1333024.png,8900,Luminor,Luminor Marina,Available,EUR,9243.539999999999,7348.73,8900.0,1391821.16
€,PANERAI,France,PAM01157,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01157-luminor-marina-blu-profondo.html,https://www.panerai.com/content/dam/rcq/pan/R-/Ap/va/Qh/qU/uK/cE/iQ/Og/Ny/qA/R-ApvaQhqUuKcEiQOgNyqA.png,9600,Luminor,Luminor Marina  Blu Profondo,Available,EUR,9970.56,7926.72,9600.0,1501290.24
€,PANERAI,France,PAM01356,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01356-luminor-marina-verde-smeraldo.html,https://www.panerai.com/content/dam/rcq/pan/xs/L0/lh/NQ/Q0/W5/d0/cN/sD/l9/gA/xsL0lhNQQ0W5d0cNsDl9gA.png,9600,Luminor,Luminor Marina Verde Smeraldo,Available,EUR,9970.56,7926.72,9600.0,1501290.24
€,PANERAI,France,PAM01358,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01358-luminor-marina-grigio-roccia.html,https://www.panerai.com/content/dam/rcq/pan/2r/qU/Pf/R3/7U/6K/mv/An/Xj/50/4Q/2rqUPfR37U6KmvAnXj504Q.png,9600,Luminor,Luminor Marina Grigio Roccia,Available,EUR,9970.56,7926.72,9600.0,1501290.24
€,PANERAI,France,PAM01564,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01564-luminor-marina.html,https://www.panerai.com/content/dam/rcq/pan/m0/3l/oJ/Ur/xU/WL/8v/Sx/xI/OT/pg/m03loJUrxUWL8vSxxIOTpg.png,9700,Luminor,Luminor Marina,Available,EUR,10074.42,8009.29,9700.0,1516928.68
€,PANERAI,France,PAM01316,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01316-luminor-marina.html,https://www.panerai.com/content/dam/rcq/pan/20/67/63/6/2067636.png,9700,Luminor,Luminor Marina,Available,EUR,10074.42,8009.29,9700.0,1516928.68
€,PANERAI,France,PAM01562,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01562-luminor-marina.html,https://www.panerai.com/content/dam/rcq/pan/ir/1O/R1/R_/r0/mp/KS/la/o1/Xf/zw/ir1OR1R_r0mpKSlao1Xfzw.png,9700,Luminor,Luminor Marina,Available,EUR,10074.42,8009.29,9700.0,1516928.68
€,PANERAI,France,PAM01412,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01412-luminor-marina-navy-seals.html,https://www.panerai.com/content/dam/rcq/pan/qP/1R/cN/9g/ak/yg/8r/VG/Fa/UT/Iw/qP1RcN9gakyg8rVGFaUTIw.png,10000,Luminor,Luminor Marina Navy SEALs,Out of Stock,EUR,10386.0,8257.0,10000.0,1563844.0
€,PANERAI,France,PAM02661,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam02661-luminor-marina-carbotech.html,https://www.panerai.com/content/dam/rcq/pan/EO/eS/-u/5M/rE/m5/DR/uq/SJ/ji/7g/EOeS-u5MrEm5DRuqSJji7g.png,15100,Luminor,Luminor Marina Carbotech™,Available,EUR,15682.859999999999,12468.07,15100.0,2361404.44
€,PANERAI,France,PAM02662,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam02662-luminor-marina-tuttogrigio.html,https://www.panerai.com/content/dam/rcq/pan/yy/cr/9q/UF/8E/i4/Xp/AT/OQ/_Q/Qw/yycr9qUF8Ei4XpATOQ_QQw.png,16600,Luminor,Luminor Marina TuttoGrigio,Available,EUR,17240.76,13706.619999999999,16600.0,2595981.04
€,PANERAI,France,PAM01112,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01112-luminor-marina-goldtech.html,https://www.panerai.com/content/dam/rcq/pan/20/35/33/2/2035332.png,27300,Luminor,Luminor Marina Goldtech™ ,Available,EUR,28353.78,22541.61,27300.0,4269294.12
€,PANERAI,France,PAM01365,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01365-luminor-quaranta-bitempo.html,https://www.panerai.com/content/dam/rcq/pan/uG/0I/iH/F2/xE/iG/8V/Vk/z4/Lv/Ig/uG0IiHF2xEiG8VVkz4LvIg.png,9300,Luminor,Luminor Quaranta BiTempo,Available,EUR,9658.98,7679.01,9300.0,1454374.92
€,PANERAI,France,PAM01367,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01367-luminor-quaranta-bitempo.html,https://www.panerai.com/content/dam/rcq/pan/CT/n-/6W/SU/ok/CC/Wq/YS/6M/km/gQ/CTn-6WSUokCCWqYS6MkmgQ.png,9300,Luminor,Luminor Quaranta BiTempo,Available,EUR,9658.98,7679.01,9300.0,1454374.92
€,PANERAI,France,PAM01404,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01404-luminor-quaranta-bitempo-luna-rossa.html,https://www.panerai.com/content/dam/rcq/pan/i7/zz/dP/TF/Kk/6Y/YC/D8/K6/wz/xQ/i7zzdPTFKk6YYCD8K6wzxQ.png,9800,Luminor,Luminor Quaranta BiTempo Luna Rossa,Available,EUR,10178.279999999999,8091.86,9800.0,1532567.1199999999
€,PANERAI,France,PAM01640,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01640-luminor-quaranta-bitempo.html,https://www.panerai.com/content/dam/rcq/pan/8G/1V/mN/s5/Tj/2E/r0/-R/p2/Tt/0A/8G1VmNs5Tj2Er0-Rp2Tt0A.png,10000,Luminor,Luminor Quaranta BiTempo,Available,EUR,10386.0,8257.0,10000.0,1563844.0
€,PANERAI,France,PAM01641,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01641-luminor-quaranta-bitempo-goldtech.html,https://www.panerai.com/content/dam/rcq/pan/c1/qc/KI/QE/RB/uk/hB/wg/mT/GE/4g/c1qcKIQERBukhBwgmTGE4g.png,25900,Luminor,Luminor Quaranta BiTempo Goldtech™,Available,EUR,26899.739999999998,21385.63,25900.0,4050355.96
€,PANERAI,France,PAM01360,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01360-luminor-bitempo-power-reserve.html,https://www.panerai.com/content/dam/rcq/pan/OJ/1e/ma/oI/EU/ex/4m/Es/3I/a1/ow/OJ1emaoIEUex4mEs3Ia1ow.png,10800,Luminor,Luminor BiTempo Power Reserve,Available,EUR,11216.88,8917.56,10800.0,1688951.52
€,PANERAI,France,PAM01361,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01361-luminor-bitempo-power-reserve.html,https://www.panerai.com/content/dam/rcq/pan/aM/zj/RO/N0/6k/Sl/Pw/jL/Cm/ro/kg/aMzjRON06kSlPwjLCmrokg.png,10800,Luminor,Luminor BiTempo Power Reserve,Available,EUR,11216.88,8917.56,10800.0,1688951.52
€,PANERAI,France,PAM01441,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01441-luminor-gmt.html,https://www.panerai.com/content/dam/rcq/pan/17/12/33/1/1712331.png,15200,Luminor,Luminor GMT,Available,EUR,15786.72,12550.64,15200.0,2377042.88
€,PANERAI,France,PAM01674,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01674-luminor-gmt-power-reserve-ceramica.html,https://www.panerai.com/content/dam/rcq/pan/MC/aC/kK/6t/TR/SO/eX/tG/o5/BN/Hg/MCaCkK6tTRSOeXtGo5BNHg.png,19500,Luminor,Luminor GMT Power Reserve Ceramica,Out of Stock,EUR,20252.7,16101.15,19500.0,3049495.8
€,PANERAI,France,PAM01218,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01218-luminor-chrono.html,https://www.panerai.com/content/dam/rcq/pan/21/48/54/1/2148541.png,10200,Luminor,Luminor Chrono,Available,EUR,10593.72,8422.14,10200.0,1595120.88
€,PANERAI,France,PAM01109,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01109-luminor-chrono.html,https://www.panerai.com/content/dam/rcq/pan/21/48/44/8/2148448.png,10200,Luminor,Luminor Chrono,Available,EUR,10593.72,8422.14,10200.0,1595120.88
€,PANERAI,France,PAM01110,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01110-luminor-chrono.html,https://www.panerai.com/content/dam/rcq/pan/21/48/47/5/2148475.png,11000,Luminor,Luminor Chrono,Available,EUR,11424.6,9082.7,11000.0,1720228.4
€,PANERAI,France,PAM01548,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01548-luminor-chrono.html,https://www.panerai.com/content/dam/rcq/pan/KN/yQ/HT/7X/8E/mk/Jn/fc/ZC/aV/Ig/KNyQHT7X8EmkJnfcZCaVIg.png,11000,Luminor,Luminor Chrono,Available,EUR,11424.6,9082.7,11000.0,1720228.4
€,PANERAI,France,PAM01219,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01219-luminor-chrono-carbotech.html,https://www.panerai.com/content/dam/rcq/pan/cd/oK/fQ/Qt/SU/et/Rb/ak/AV/Fk/TA/cdoKfQQtSUetRbakAVFkTA.png,16900,Luminor,Luminor Chrono Carbotech™,Available,EUR,17552.34,13954.33,16900.0,2642896.36
€,PANERAI,France,PAM01111,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01111-luminor-chrono-goldtech.html,https://www.panerai.com/content/dam/rcq/pan/21/48/50/1/2148501.png,30000,Luminor,Luminor Chrono Goldtech™,Available,EUR,31158.0,24771.0,30000.0,4691532.0
€,PANERAI,France,PAM01409,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01409-luminor-chrono-navy-seals.html,https://www.panerai.com/content/dam/rcq/pan/gE/0n/MZ/Ma/9k/Op/N-/8F/mc/nf/DQ/gE0nMZMa9kOpN-8FmcnfDQ.png,11200,Luminor,Luminor Chrono Navy SEALs,Out of Stock,EUR,11632.32,9247.84,11200.0,1751505.28
€,PANERAI,France,PAM01419,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01419-luminor-chrono-carbotech-navy-seals.html,https://www.panerai.com/content/dam/rcq/pan/Sm/IC/8D/Fv/HU/qL/NG/kj/Mg/F8/8g/SmIC8DFvHUqLNGkjMgF88g.png,18200,Luminor,Luminor Chrono Carbotech™ Navy SEALs,Available,EUR,18902.52,15027.74,18200.0,2846196.08
€,PANERAI,France,PAM01482,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01482-luminor-dieci-giorni-gmt.html,https://www.panerai.com/content/dam/rcq/pan/MT/BC/lK/ZB/Tv/GJ/d8/UV/Nx/2S/Bw/MTBClKZBTvGJd8UVNx2SBw.png,15500,Luminor,Luminor Dieci Giorni GMT,Out of Stock,EUR,16098.3,12798.35,15500.0,2423958.2
€,PANERAI,France,PAM01483,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01483-luminor-dieci-giorni-gmt-ceramica.html,https://www.panerai.com/content/dam/rcq/pan/DZ/dw/-j/Qb/SQ/6U/2X/HX/LA/S_/dg/DZdw-jQbSQ6U2XHXLAS_dg.png,19900,Luminor,Luminor Dieci Giorni GMT Ceramica,Out of Stock,EUR,20668.14,16431.43,19900.0,3112049.56
€,PANERAI,France,PAM00742,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00742-luminor-perpetual-calendar-gmt-goldtech.html,https://www.panerai.com/content/dam/rcq/pan/21/48/57/9/2148579.png,52000,Luminor,Luminor Perpetual Calendar GMT Goldtech™ ,Available,EUR,54007.2,42936.4,52000.0,8131988.8
€,PANERAI,France,PAM00715,2025,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00715-luminor-perpetual-calendar-gmt-platinumtech.html,https://www.panerai.com/content/dam/rcq/pan/21/64/65/8/2164658.png,72000,Luminor,Luminor Perpetual Calendar GMT Platinumtech™,Available,EUR,74779.2,59450.4,72000.0,11259676.8
